age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
25,Private,1095612,Doctorate,16,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,91999,0,36,United-States,>50K
27,Self-emp-inc,422535,HS-grad,9,Divorced,Craft-repair,Own-child,Black,Male,0,0,34,United-States,<=50K
37,Private,186629,Some-college,10,Married-civ-spouse,Other-service,Unmarried,White,Male,1588,0,43,United-States,<=50K
66,Private,266066,Some-college,10,Divorced,Tech-support,Wife,White,Male,0,0,49,United-States,<=50K
44,Private,44427,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,26,Iran,<=50K
58,Self-emp-inc,1466764,Some-college,10,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,42,United-States,<=50K
71,Private,865164,Some-college,10,Never-married,Handlers-cleaners,Husband,White,Male,0,965,56,United-States,<=50K
56,Federal-gov,806367,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,41,United-States,<=50K
23,Private,404938,HS-grad,9,Divorced,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
71,Private,609540,10th,6,Never-married,Craft-repair,Unmarried,Other,Male,0,0,37,United-States,<=50K
49,Private,436476,HS-grad,9,Married-spouse-absent,Tech-support,Husband,Black,Male,0,0,15,United-States,<=50K
43,Private,611079,HS-grad,9,Never-married,Priv-house-serv,Own-child,Black,Female,0,0,17,United-States,<=50K
25,Private,1065233,HS-grad,9,Separated,Protective-serv,Not-in-family,White,Male,0,0,51,United-States,<=50K
44,State-gov,34744,Doctorate,16,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,0,63,United-States,<=50K
30,Private,1194033,Some-college,10,Married-civ-spouse,Tech-support,Own-child,Black,Male,0,0,59,Germany,<=50K
40,Private,1010683,Doctorate,16,Divorced,Tech-support,Husband,White,Male,0,0,62,United-States,<=50K
52,Private,1395576,7th-8th,4,Divorced,Priv-house-serv,Wife,Black,Female,0,0,36,United-States,<=50K
25,Private,650358,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,38,United-States,<=50K
33,Private,486854,Masters,14,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,25,China,<=50K
48,Private,60809,Doctorate,16,Divorced,Transport-moving,Unmarried,White,Female,0,0,27,United-States,<=50K
34,Private,17291,Doctorate,16,Divorced,Farming-fishing,Own-child,White,Female,0,0,49,United-States,<=50K
46,State-gov,1124057,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Male,0,0,31,United-States,<=50K
56,Private,280803,10th,6,Married-civ-spouse,Other-service,Husband,White,Female,0,0,33,United-States,<=50K
33,Private,795944,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,36,United-States,<=50K
64,Private,692354,Bachelors,13,Never-married,Handlers-cleaners,Husband,Other,Female,0,0,50,United-States,>50K
34,Private,147040,Bachelors,13,Divorced,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,349619,11th,7,Separated,Tech-support,Own-child,White,Male,0,0,32,United-States,<=50K
67,Private,344778,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Vietnam,<=50K
30,Private,892139,10th,6,Divorced,Transport-moving,Unmarried,Other,Female,0,0,50,United-States,<=50K
41,Self-emp-not-inc,1145795,Bachelors,13,Never-married,Exec-managerial,Husband,Black,Male,0,0,32,United-States,<=50K
48,Local-gov,1083956,Some-college,10,Never-married,Sales,Husband,White,Male,0,0,28,United-States,<=50K
60,Private,298415,7th-8th,4,Married-civ-spouse,Priv-house-serv,Husband,Black,Female,0,0,28,United-States,<=50K
69,Self-emp-inc,1454079,Some-college,10,Never-married,Transport-moving,Own-child,Black,Female,0,0,63,United-States,<=50K
41,Private,806473,Assoc-acdm,12,Divorced,Protective-serv,Wife,White,Female,0,0,30,United-States,<=50K
39,Private,767960,11th,7,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
29,Private,1266877,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,17,United-States,<=50K
34,Private,670540,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,0,0,67,United-States,<=50K
49,Self-emp-not-inc,1237956,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,0,0,32,United-States,<=50K
23,Private,200293,Some-college,10,Married-civ-spouse,Protective-serv,Unmarried,White,Male,0,0,45,United-States,<=50K
67,Private,301078,Bachelors,13,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,38,United-States,<=50K
29,Self-emp-not-inc,1322912,Some-college,10,Separated,Adm-clerical,Husband,White,Male,0,0,31,United-States,<=50K
51,Private,1461977,Doctorate,16,Divorced,Priv-house-serv,Husband,White,Male,0,0,48,United-States,<=50K
46,Private,280053,HS-grad,9,Divorced,Other-service,Husband,Amer-Indian-Eskimo,Female,0,0,32,Cuba,<=50K
28,Private,756777,Some-college,10,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,51,United-States,<=50K
34,Private,23111,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,0,0,71,United-States,<=50K
47,Private,492796,12th,8,Widowed,Farming-fishing,Wife,White,Female,0,0,50,United-States,<=50K
51,Local-gov,334813,Masters,14,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,29,Germany,<=50K
27,Private,1167786,Doctorate,16,Never-married,Sales,Not-in-family,White,Male,0,0,37,United-States,<=50K
35,State-gov,1144545,Assoc-acdm,12,Separated,Farming-fishing,Not-in-family,White,Male,0,0,19,United-States,<=50K
45,Private,1055943,HS-grad,9,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,12,United-States,<=50K
31,Local-gov,1102124,Assoc-voc,11,Separated,Transport-moving,Own-child,White,Male,0,0,24,United-States,<=50K
26,Private,444273,Bachelors,13,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0,0,40,United-States,<=50K
54,Private,103940,9th,5,Never-married,Craft-repair,Husband,Black,Male,0,0,44,United-States,<=50K
29,Private,958292,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,43,United-States,<=50K
59,Private,97923,Assoc-voc,11,Separated,Other-service,Unmarried,Other,Female,0,0,45,United-States,<=50K
26,Self-emp-not-inc,311156,HS-grad,9,Divorced,Other-service,Other-relative,White,Male,0,0,41,United-States,<=50K
70,Local-gov,1267324,Some-college,10,Divorced,Tech-support,Own-child,White,Male,0,0,49,United-States,<=50K
48,Private,1060278,12th,8,Divorced,Farming-fishing,Husband,White,Female,0,0,42,United-States,<=50K
50,Private,1047668,1st-4th,2,Separated,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,37862,0,30,United-States,<=50K
40,Private,310059,HS-grad,9,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,9955,0,50,United-States,<=50K
72,Local-gov,756407,Masters,14,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,26,United-States,<=50K
22,Private,924910,Masters,14,Never-married,Tech-support,Husband,Asian-Pac-Islander,Male,73741,0,28,United-States,>50K
30,Private,480197,Some-college,10,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Male,0,2520,64,United-States,<=50K
59,Private,1422354,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,27,United-States,<=50K
48,Private,361754,Doctorate,16,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,50,United-States,<=50K
48,Private,1017455,Bachelors,13,Divorced,Adm-clerical,Own-child,White,Female,0,0,46,United-States,<=50K
44,Self-emp-inc,40604,Assoc-acdm,12,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,26,United-States,<=50K
46,Private,357088,Some-college,10,Widowed,Exec-managerial,Own-child,Other,Male,0,3922,72,United-States,<=50K
57,Local-gov,1290625,11th,7,Married-civ-spouse,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,0,36,United-States,<=50K
47,Self-emp-not-inc,1167786,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,1100,35,United-States,<=50K
31,Private,1082695,Some-college,10,Never-married,Transport-moving,Own-child,White,Female,0,0,35,United-States,<=50K
65,Private,387429,Masters,14,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States,<=50K
25,Private,207078,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,31,United-States,<=50K
70,Private,747339,Some-college,10,Married-civ-spouse,Transport-moving,Own-child,Black,Female,0,0,23,Taiwan,<=50K
43,Federal-gov,922275,Doctorate,16,Never-married,Adm-clerical,Wife,White,Female,0,0,48,United-States,<=50K
45,Private,1031904,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,24,United-States,>50K
56,Private,169070,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,22,United-States,<=50K
65,Local-gov,1066638,Doctorate,16,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,32,United-States,<=50K
58,Private,365985,10th,6,Widowed,Prof-specialty,Husband,White,Male,76655,0,68,United-States,>50K
27,Private,742392,Masters,14,Separated,Exec-managerial,Wife,White,Male,0,0,35,United-States,<=50K
56,Private,1350089,Doctorate,16,Separated,Exec-managerial,Husband,Black,Male,0,0,59,United-States,<=50K
61,Federal-gov,825533,Some-college,10,Never-married,Transport-moving,Husband,White,Male,0,0,38,United-States,<=50K
54,Private,1064405,Doctorate,16,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
40,Self-emp-inc,1291723,HS-grad,9,Married-civ-spouse,Sales,Own-child,Other,Female,0,2387,42,United-States,<=50K
27,Private,309302,Bachelors,13,Never-married,Tech-support,Husband,Black,Male,0,0,32,United-States,<=50K
23,Private,1401362,Masters,14,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States,<=50K
63,Private,565262,Bachelors,13,Never-married,Adm-clerical,Husband,White,Male,0,0,46,United-States,<=50K
67,Private,682539,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,42,United-States,<=50K
49,Private,1212266,Bachelors,13,Married-civ-spouse,Priv-house-serv,Own-child,White,Male,0,0,32,United-States,<=50K
68,Private,780489,11th,7,Never-married,Protective-serv,Wife,Black,Female,0,0,51,South,<=50K
21,Self-emp-inc,812336,11th,7,Married-spouse-absent,Priv-house-serv,Own-child,White,Male,0,0,16,United-States,<=50K
70,Private,1370975,Some-college,10,Divorced,Farming-fishing,Husband,White,Female,0,0,47,United-States,<=50K
32,Local-gov,228104,Masters,14,Married-civ-spouse,Farming-fishing,Not-in-family,Other,Female,0,0,44,United-States,<=50K
39,Local-gov,377243,10th,6,Never-married,Machine-op-inspct,Husband,White,Female,0,0,40,United-States,<=50K
33,State-gov,540208,Some-college,10,Divorced,Prof-specialty,Husband,Black,Female,0,0,53,United-States,<=50K
39,Self-emp-not-inc,391833,HS-grad,9,Never-married,Tech-support,Husband,Black,Male,0,0,44,United-States,<=50K
25,Private,1385558,Doctorate,16,Separated,Tech-support,Husband,Black,Female,0,0,5,United-States,<=50K
46,Private,160868,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,Black,Female,0,0,49,United-States,<=50K
26,Private,307931,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
27,State-gov,202803,Some-college,10,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,41,United-States,<=50K
68,Private,624385,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,42,United-States,<=50K
24,Private,220557,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Female,0,0,41,United-States,<=50K
43,Private,422868,10th,6,Divorced,Exec-managerial,Own-child,White,Female,0,0,26,United-States,<=50K
47,Private,493226,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,32,Japan,<=50K
41,Federal-gov,1214730,Some-college,10,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Female,0,0,50,United-States,<=50K
46,State-gov,1029411,Bachelors,13,Never-married,Protective-serv,Other-relative,Black,Female,0,0,39,United-States,<=50K
64,Private,1166547,Some-college,10,Widowed,Other-service,Not-in-family,White,Male,0,0,42,United-States,<=50K
38,Federal-gov,1363549,Bachelors,13,Widowed,Tech-support,Not-in-family,White,Male,0,0,48,United-States,<=50K
38,Private,813514,Bachelors,13,Married-civ-spouse,Other-service,Unmarried,White,Female,0,0,37,United-States,<=50K
29,Private,532988,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,Amer-Indian-Eskimo,Female,0,0,53,United-States,<=50K
36,Private,75394,HS-grad,9,Married-civ-spouse,Transport-moving,Own-child,Asian-Pac-Islander,Female,0,0,42,United-States,<=50K
67,Private,1227955,Some-college,10,Never-married,Sales,Husband,White,Male,0,0,26,United-States,<=50K
29,Private,1015877,Doctorate,16,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,0,0,36,United-States,>50K
28,Private,740801,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,35,United-States,<=50K
22,Private,818996,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
73,Local-gov,1366671,Some-college,10,Married-spouse-absent,Sales,Unmarried,Other,Female,0,0,27,United-States,<=50K
29,Self-emp-not-inc,779021,Doctorate,16,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,61,South,<=50K
29,Private,838781,Some-college,10,Never-married,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,49,United-States,<=50K
64,Private,527922,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,42,United-States,<=50K
68,Private,1365641,9th,5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,41,United-States,<=50K
50,State-gov,284760,9th,5,Divorced,Machine-op-inspct,Husband,Black,Male,0,0,51,United-States,<=50K
34,Private,1148772,HS-grad,9,Never-married,Protective-serv,Own-child,White,Female,0,958,21,United-States,<=50K
51,State-gov,35784,HS-grad,9,Never-married,Transport-moving,Wife,White,Female,0,0,43,United-States,<=50K
64,Self-emp-inc,123070,Doctorate,16,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,25,United-States,<=50K
38,Self-emp-inc,787288,HS-grad,9,Never-married,Exec-managerial,Husband,White,Male,9739,1211,50,United-States,<=50K
63,Self-emp-not-inc,606590,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,29,United-States,<=50K
46,Private,57376,Some-college,10,Widowed,Other-service,Own-child,Black,Male,0,0,43,United-States,<=50K
57,Private,535160,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,1601,63,United-States,<=50K
55,Private,1025184,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,53,Iran,<=50K
42,Private,946782,Some-college,10,Never-married,Machine-op-inspct,Husband,Other,Female,0,0,27,United-States,<=50K
41,Self-emp-inc,178907,HS-grad,9,Never-married,Farming-fishing,Unmarried,Black,Male,0,0,42,United-States,<=50K
64,Private,560125,Assoc-voc,11,Divorced,Adm-clerical,Husband,White,Male,21336,0,40,United-States,>50K
36,Private,1306411,Bachelors,13,Widowed,Craft-repair,Husband,Amer-Indian-Eskimo,Female,0,0,39,Mexico,<=50K
55,Private,1352684,Bachelors,13,Married-spouse-absent,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0,0,60,United-States,<=50K
32,Private,432778,Bachelors,13,Divorced,Tech-support,Unmarried,White,Male,0,0,39,United-States,>50K
55,Private,508346,11th,7,Never-married,Sales,Husband,Black,Male,0,0,67,United-States,<=50K
30,Private,138894,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,32,United-States,>50K
46,Private,466974,12th,8,Married-civ-spouse,Farming-fishing,Own-child,Black,Female,0,0,40,United-States,<=50K
50,Private,931525,Masters,14,Never-married,Protective-serv,Wife,Black,Female,0,0,40,United-States,<=50K
26,Private,947241,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,43,United-States,<=50K
22,Private,1055690,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Female,72604,0,49,United-States,<=50K
32,Private,58703,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Female,87059,0,55,United-States,>50K
27,State-gov,162898,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,38,United-States,<=50K
35,Private,771256,Assoc-acdm,12,Separated,Sales,Own-child,Amer-Indian-Eskimo,Male,0,0,37,United-States,<=50K
51,Private,365728,9th,5,Married-spouse-absent,Protective-serv,Wife,White,Female,0,0,39,United-States,<=50K
37,Private,51039,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,51,United-States,<=50K
63,Private,426747,Some-college,10,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,0,0,25,United-States,<=50K
44,Self-emp-not-inc,1014787,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,34,United-States,<=50K
33,Private,940434,Doctorate,16,Married-civ-spouse,Sales,Husband,Other,Female,0,0,61,United-States,<=50K
18,Private,1382232,Doctorate,16,Divorced,Exec-managerial,Wife,White,Female,0,0,14,United-States,<=50K
18,Local-gov,460488,Some-college,10,Widowed,Machine-op-inspct,Husband,Black,Male,0,0,50,United-States,<=50K
71,Private,1088404,Bachelors,13,Married-civ-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,898,54,United-States,>50K
56,Private,267578,Assoc-voc,11,Married-civ-spouse,Priv-house-serv,Husband,Asian-Pac-Islander,Male,0,0,51,United-States,<=50K
66,Private,551950,Some-college,10,Married-civ-spouse,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,3656,33,United-States,<=50K
20,Private,1442962,7th-8th,4,Married-civ-spouse,Sales,Wife,White,Female,0,0,52,United-States,<=50K
30,Private,807245,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,58000,0,47,United-States,>50K
36,Private,507501,HS-grad,9,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,0,0,46,United-States,<=50K
23,Private,74122,Some-college,10,Divorced,Craft-repair,Other-relative,Asian-Pac-Islander,Female,0,0,26,United-States,<=50K
43,Self-emp-not-inc,79707,Assoc-acdm,12,Widowed,Prof-specialty,Own-child,White,Female,0,0,36,United-States,>50K
70,State-gov,283680,Assoc-voc,11,Divorced,Transport-moving,Husband,Amer-Indian-Eskimo,Female,0,0,41,United-States,>50K
61,State-gov,920392,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Female,18839,0,70,United-States,<=50K
33,Local-gov,327335,Some-college,10,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,25,United-States,<=50K
62,Private,386154,Bachelors,13,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,39,United-States,<=50K
30,Private,1246911,Doctorate,16,Never-married,Tech-support,Unmarried,Other,Male,8512,0,44,United-States,<=50K
41,Private,423852,HS-grad,9,Never-married,Machine-op-inspct,Husband,Black,Female,0,3997,40,United-States,<=50K
61,State-gov,1020785,Doctorate,16,Widowed,Transport-moving,Husband,White,Male,0,0,41,United-States,<=50K
67,Private,787438,Masters,14,Married-civ-spouse,Tech-support,Wife,White,Male,0,0,20,United-States,<=50K
58,Self-emp-not-inc,910221,HS-grad,9,Divorced,Handlers-cleaners,Wife,White,Female,0,0,43,United-States,<=50K
39,Private,94832,Bachelors,13,Widowed,Adm-clerical,Husband,Black,Female,0,0,27,United-States,<=50K
33,State-gov,46705,Some-college,10,Never-married,Transport-moving,Husband,White,Female,0,0,39,United-States,<=50K
45,Private,649751,Assoc-voc,11,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,39,Japan,<=50K
64,Private,599594,9th,5,Never-married,Tech-support,Husband,White,Male,0,0,56,Germany,<=50K
40,Self-emp-inc,1097243,Some-college,10,Married-civ-spouse,Sales,Not-in-family,Other,Male,0,0,11,United-States,<=50K
44,Private,159324,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,14,United-States,<=50K
53,Private,990131,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,0,0,32,United-States,<=50K
52,State-gov,108481,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K
40,Private,1243856,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Male,0,0,43,United-States,<=50K
32,Private,101413,Some-college,10,Separated,Farming-fishing,Not-in-family,Other,Male,0,0,39,United-States,<=50K
71,State-gov,74755,Some-college,10,Married-civ-spouse,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,0,0,56,Mexico,<=50K
73,Private,1472966,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,White,Male,63139,3688,30,United-States,>50K
65,Federal-gov,683540,10th,6,Married-civ-spouse,Transport-moving,Own-child,White,Female,0,0,33,United-States,<=50K
28,State-gov,675632,Doctorate,16,Married-civ-spouse,Handlers-cleaners,Not-in-family,Black,Female,0,0,46,United-States,<=50K
40,Private,1104327,11th,7,Separated,Exec-managerial,Own-child,White,Male,84888,0,44,United-States,>50K
40,Private,408717,Masters,14,Married-civ-spouse,Priv-house-serv,Own-child,White,Male,0,0,31,United-States,<=50K
19,Private,608662,Bachelors,13,Divorced,Adm-clerical,Husband,Asian-Pac-Islander,Female,0,2783,33,United-States,<=50K
47,Private,660313,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
49,Private,342691,Assoc-acdm,12,Married-civ-spouse,Tech-support,Not-in-family,White,Female,0,0,24,United-States,<=50K
59,Local-gov,804364,11th,7,Married-civ-spouse,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,0,0,33,Japan,<=50K
31,Local-gov,24359,Bachelors,13,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,15,United-States,<=50K
44,Private,1278328,Some-college,10,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,0,0,38,United-States,<=50K
36,Private,53823,Bachelors,13,Separated,Handlers-cleaners,Own-child,White,Male,0,0,37,United-States,<=50K
26,Private,310699,Masters,14,Never-married,Handlers-cleaners,Husband,White,Female,0,0,41,United-States,<=50K
44,Federal-gov,272940,Doctorate,16,Never-married,Tech-support,Not-in-family,White,Male,0,0,55,United-States,<=50K
29,Private,757884,Some-college,10,Married-spouse-absent,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,88538,0,38,United-States,>50K
63,Private,1352810,12th,8,Divorced,Priv-house-serv,Own-child,Black,Male,0,0,29,United-States,<=50K
44,Private,889071,10th,6,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,36,United-States,<=50K
60,Private,862247,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,27,United-States,<=50K
30,Self-emp-not-inc,1020821,Assoc-acdm,12,Separated,Craft-repair,Own-child,White,Male,0,0,45,United-States,<=50K
49,State-gov,456652,Some-college,10,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Female,0,0,49,United-States,<=50K
35,Private,1273283,Bachelors,13,Never-married,Farming-fishing,Unmarried,White,Male,61498,0,49,United-States,<=50K
59,Private,1034937,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,3685,55,United-States,<=50K
69,Private,1360299,Some-college,10,Never-married,Protective-serv,Own-child,White,Female,0,0,20,United-States,<=50K
35,Private,763451,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,0,0,34,United-States,<=50K
44,Self-emp-inc,1123475,Doctorate,16,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,71,United-States,<=50K
46,Private,1052520,Some-college,10,Never-married,Prof-specialty,Husband,White,Female,0,0,52,United-States,<=50K
