age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
34,Private,888043,Doctorate,16,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0,0,47,Mexico,<=50K
59,Self-emp-inc,619851,HS-grad,9,Never-married,Prof-specialty,Other-relative,White,Male,0,0,38,United-States,<=50K
61,Private,1307545,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,20,United-States,<=50K
61,Private,933383,Doctorate,16,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,36,United-States,<=50K
46,State-gov,215075,1st-4th,2,Never-married,Tech-support,Husband,White,Male,0,0,57,United-States,<=50K
53,Local-gov,1285876,Some-college,10,Separated,Machine-op-inspct,Not-in-family,White,Male,9191,0,32,United-States,<=50K
28,Private,750571,HS-grad,9,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,66,United-States,<=50K
29,Self-emp-not-inc,518316,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,49,United-States,<=50K
39,Private,1292111,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,38,United-States,<=50K
29,Federal-gov,1155158,12th,8,Married-civ-spouse,Farming-fishing,Not-in-family,Black,Male,0,0,42,United-States,<=50K
63,Private,590458,Some-college,10,Widowed,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,0,0,44,United-States,<=50K
32,Private,1468909,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,33,United-States,<=50K
70,Private,1319072,Assoc-acdm,12,Widowed,Transport-moving,Own-child,Black,Female,0,0,35,United-States,<=50K
41,Local-gov,268500,Some-college,10,Separated,Prof-specialty,Husband,White,Male,0,0,63,United-States,<=50K
61,Local-gov,837376,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Female,0,0,57,United-States,<=50K
22,Private,956373,Bachelors,13,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Male,60894,0,35,South,>50K
58,Private,605530,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,30,United-States,>50K
43,Private,799220,Bachelors,13,Divorced,Adm-clerical,Husband,White,Female,72467,0,20,United-States,>50K
64,Private,1477925,12th,8,Married-spouse-absent,Other-service,Not-in-family,Black,Male,0,0,65,United-States,<=50K
28,Private,850693,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,52,United-States,<=50K
29,Federal-gov,251558,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,54,United-States,<=50K
67,Private,1272786,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Other-relative,Black,Female,0,0,33,United-States,<=50K
51,Private,525618,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,32,United-States,<=50K
50,Local-gov,259227,Assoc-acdm,12,Married-civ-spouse,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,61802,0,28,United-States,<=50K
51,Private,337164,Masters,14,Divorced,Priv-house-serv,Other-relative,Other,Female,0,0,2,England,<=50K
38,Private,1241206,Bachelors,13,Never-married,Other-service,Husband,Asian-Pac-Islander,Male,47733,0,29,United-States,<=50K
71,State-gov,1465349,Assoc-voc,11,Married-civ-spouse,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,43,United-States,<=50K
49,Self-emp-inc,285438,11th,7,Married-spouse-absent,Craft-repair,Husband,Other,Male,0,0,42,United-States,<=50K
18,Private,234354,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,32,China,<=50K
34,Private,1450488,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,0,0,47,United-States,<=50K
73,Self-emp-not-inc,188698,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0,0,31,United-States,<=50K
45,Private,837107,Bachelors,13,Married-civ-spouse,Priv-house-serv,Own-child,White,Male,0,0,49,United-States,<=50K
59,Private,402378,11th,7,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,0,0,49,United-States,<=50K
19,Private,306361,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Male,0,0,49,United-States,<=50K
19,Federal-gov,911848,Bachelors,13,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
29,Private,273460,Assoc-acdm,12,Separated,Transport-moving,Own-child,Asian-Pac-Islander,Female,0,0,30,United-States,<=50K
47,Private,403660,Assoc-voc,11,Married-spouse-absent,Tech-support,Husband,Asian-Pac-Islander,Female,0,0,25,United-States,<=50K
52,Self-emp-inc,969397,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Not-in-family,Other,Male,0,0,13,United-States,<=50K
21,Private,495785,Bachelors,13,Never-married,Transport-moving,Husband,White,Female,0,0,49,United-States,<=50K
70,Private,1469995,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,0,0,19,United-States,<=50K
52,State-gov,801750,Some-college,10,Divorced,Craft-repair,Husband,White,Female,0,0,38,United-States,<=50K
38,Private,177340,Some-college,10,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,42,United-States,<=50K
43,Private,952513,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,27,United-States,<=50K
46,Local-gov,912987,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Female,0,0,38,United-States,<=50K
62,Private,869300,HS-grad,9,Never-married,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,0,0,43,United-States,<=50K
23,Private,1432118,Masters,14,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,36,United-States,<=50K
51,Private,921277,Bachelors,13,Never-married,Exec-managerial,Husband,Black,Male,0,0,45,United-States,<=50K
47,Self-emp-not-inc,1125484,11th,7,Married-civ-spouse,Priv-house-serv,Unmarried,White,Female,0,0,34,United-States,<=50K
62,Private,1003960,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,36,United-States,<=50K
38,Private,386553,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Female,0,0,29,United-States,<=50K
39,Private,1308978,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,85984,0,38,United-States,>50K
64,Private,1012517,Assoc-voc,11,Married-civ-spouse,Sales,Own-child,White,Male,0,0,40,India,<=50K
66,Self-emp-inc,1010134,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Female,0,0,28,United-States,<=50K
64,Private,122591,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,0,0,45,United-States,<=50K
67,Private,1077925,HS-grad,9,Divorced,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,10,United-States,<=50K
23,Private,149514,Some-college,10,Never-married,Exec-managerial,Husband,White,Male,0,0,52,United-States,<=50K
55,Local-gov,598383,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,22,United-States,<=50K
57,Private,843342,Prof-school,15,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,0,0,52,United-States,<=50K
33,Private,1408596,Masters,14,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,47,United-States,<=50K
43,Private,279551,Masters,14,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,52,United-States,>50K
74,State-gov,1206978,Some-college,10,Married-civ-spouse,Priv-house-serv,Own-child,Other,Male,0,0,26,United-States,>50K
25,Private,805284,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Other,Female,0,3699,37,United-States,<=50K
64,Private,873680,HS-grad,9,Widowed,Other-service,Unmarried,White,Male,0,0,43,United-States,<=50K
36,Private,1358612,Masters,14,Married-civ-spouse,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,0,0,45,China,<=50K
66,Private,675111,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
48,Private,213723,Bachelors,13,Divorced,Prof-specialty,Husband,White,Female,0,0,47,United-States,>50K
18,Private,40245,Doctorate,16,Separated,Sales,Husband,Black,Female,0,0,45,Iran,<=50K
24,Private,538649,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
65,Private,1470445,Doctorate,16,Married-civ-spouse,Craft-repair,Not-in-family,Black,Female,0,0,48,United-States,<=50K
63,Self-emp-inc,333391,Prof-school,15,Married-spouse-absent,Sales,Wife,White,Female,0,0,40,United-States,<=50K
30,Private,221440,HS-grad,9,Separated,Prof-specialty,Wife,White,Male,0,1241,53,United-States,<=50K
54,Private,63891,Some-college,10,Divorced,Transport-moving,Husband,Black,Male,0,0,39,Vietnam,<=50K
46,Private,764767,Masters,14,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,19,United-States,<=50K
21,Local-gov,545097,Some-college,10,Married-civ-spouse,Priv-house-serv,Unmarried,White,Female,0,0,54,United-States,<=50K
58,Federal-gov,517508,11th,7,Separated,Exec-managerial,Own-child,White,Male,30672,0,45,United-States,>50K
27,Self-emp-not-inc,899000,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,38,United-States,<=50K
41,Federal-gov,494226,Bachelors,13,Married-civ-spouse,Sales,Other-relative,Black,Male,0,0,41,United-States,<=50K
18,Private,95174,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,58,United-States,<=50K
31,Private,632297,Some-college,10,Married-civ-spouse,Protective-serv,Own-child,White,Female,0,0,41,United-States,<=50K
71,Private,1105169,Prof-school,15,Never-married,Sales,Own-child,White,Female,0,0,58,United-States,>50K
46,Private,858428,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Male,0,1990,45,United-States,<=50K
59,Federal-gov,1394291,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,636,35,Germany,<=50K
35,Private,27071,Assoc-acdm,12,Never-married,Exec-managerial,Other-relative,White,Female,0,0,24,United-States,<=50K
20,Private,102055,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,41,United-States,<=50K
53,Private,240047,Masters,14,Never-married,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,0,0,55,United-States,<=50K
31,Federal-gov,62009,Some-college,10,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0,0,33,Cuba,<=50K
24,Self-emp-inc,918644,Prof-school,15,Widowed,Adm-clerical,Own-child,Black,Female,0,0,44,United-States,<=50K
46,Self-emp-not-inc,933062,Masters,14,Married-civ-spouse,Machine-op-inspct,Not-in-family,Other,Male,0,0,58,United-States,<=50K
41,Private,1105124,Masters,14,Divorced,Priv-house-serv,Husband,Other,Female,0,0,18,United-States,<=50K
24,Local-gov,319088,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Other,Female,0,0,44,United-States,<=50K
51,Local-gov,1010146,Some-college,10,Never-married,Craft-repair,Husband,White,Female,0,0,46,United-States,<=50K
43,Private,270497,Masters,14,Divorced,Tech-support,Husband,Black,Female,0,0,44,United-States,<=50K
74,Private,1477081,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,0,0,19,United-States,<=50K
23,Private,384270,Assoc-acdm,12,Divorced,Tech-support,Own-child,White,Male,0,0,30,United-States,<=50K
46,Self-emp-not-inc,82831,Bachelors,13,Divorced,Farming-fishing,Husband,White,Female,0,0,14,United-States,<=50K
63,State-gov,284537,11th,7,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,24,United-States,<=50K
42,Private,773803,Doctorate,16,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,50,United-States,<=50K
29,Private,1067930,Bachelors,13,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,36,United-States,<=50K
74,Private,630856,Masters,14,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,0,0,49,United-States,>50K
36,State-gov,484600,11th,7,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,49,United-States,<=50K
70,Private,306304,9th,5,Divorced,Craft-repair,Unmarried,White,Female,0,0,26,United-States,<=50K
65,State-gov,194170,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Female,0,0,42,United-States,<=50K
56,Private,1328527,Bachelors,13,Never-married,Protective-serv,Own-child,White,Male,0,0,20,United-States,>50K
62,Private,1114180,Some-college,10,Divorced,Tech-support,Own-child,White,Male,0,0,43,Jamaica,<=50K
49,Private,224429,1st-4th,2,Never-married,Prof-specialty,Wife,White,Male,0,0,45,United-States,<=50K
56,Private,241124,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,0,0,37,United-States,<=50K
33,Private,758130,Assoc-acdm,12,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,19,United-States,<=50K
21,Private,531819,Doctorate,16,Married-spouse-absent,Priv-house-serv,Not-in-family,Other,Male,0,0,22,United-States,<=50K
53,Private,296279,Some-college,10,Never-married,Sales,Husband,Black,Female,0,0,70,United-States,<=50K
63,Private,663641,Masters,14,Never-married,Transport-moving,Not-in-family,White,Male,0,0,47,United-States,<=50K
65,Private,657452,Bachelors,13,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Female,0,0,36,United-States,<=50K
61,Local-gov,871275,Some-college,10,Divorced,Tech-support,Own-child,White,Female,0,0,51,United-States,<=50K
73,Private,1180766,HS-grad,9,Never-married,Handlers-cleaners,Husband,White,Female,0,0,57,United-States,<=50K
51,Local-gov,422203,Doctorate,16,Never-married,Sales,Husband,White,Male,0,3379,54,United-States,<=50K
27,Private,1047843,Assoc-voc,11,Separated,Protective-serv,Husband,White,Male,0,0,37,United-States,<=50K
29,Private,1090038,Bachelors,13,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,0,0,35,United-States,<=50K
33,Private,1047576,Doctorate,16,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,49,United-States,<=50K
73,Private,1386099,12th,8,Never-married,Adm-clerical,Husband,White,Male,0,0,37,United-States,<=50K
68,Self-emp-not-inc,330185,9th,5,Married-civ-spouse,Other-service,Own-child,Black,Female,0,0,54,United-States,<=50K
59,Local-gov,1099158,HS-grad,9,Separated,Handlers-cleaners,Husband,White,Female,0,0,41,United-States,<=50K
67,Private,46069,11th,7,Never-married,Transport-moving,Other-relative,Black,Female,0,0,49,United-States,<=50K
37,Private,506542,Bachelors,13,Widowed,Protective-serv,Own-child,Amer-Indian-Eskimo,Female,0,0,52,India,<=50K
58,Self-emp-inc,1076627,Assoc-acdm,12,Never-married,Craft-repair,Wife,White,Male,0,0,24,United-States,<=50K
27,Local-gov,1387911,Bachelors,13,Never-married,Priv-house-serv,Unmarried,White,Male,0,0,41,United-States,>50K
23,Private,169127,Prof-school,15,Married-civ-spouse,Sales,Wife,White,Male,0,0,53,United-States,<=50K
54,Private,1093368,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,30,United-States,<=50K
58,Private,589033,Prof-school,15,Married-civ-spouse,Protective-serv,Own-child,Asian-Pac-Islander,Female,0,0,33,United-States,<=50K
51,State-gov,803126,Masters,14,Divorced,Transport-moving,Not-in-family,White,Male,0,0,54,United-States,<=50K
44,Private,1259699,11th,7,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,58,United-States,<=50K
52,Private,1273210,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Male,0,0,1,United-States,<=50K
39,Self-emp-not-inc,617543,Bachelors,13,Never-married,Transport-moving,Wife,Black,Male,0,0,54,United-States,<=50K
34,Private,1309698,Some-college,10,Divorced,Priv-house-serv,Husband,White,Male,0,0,12,United-States,<=50K
32,Private,700244,Bachelors,13,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,39,United-States,<=50K
38,Private,352541,Bachelors,13,Never-married,Farming-fishing,Husband,White,Female,0,0,23,United-States,<=50K
36,State-gov,1428229,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,33,United-States,<=50K
27,Federal-gov,541958,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,41,United-States,<=50K
48,Private,1355980,Doctorate,16,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,46,United-States,<=50K
41,Local-gov,1371782,Bachelors,13,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,57,United-States,<=50K
27,Private,146608,Bachelors,13,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,23,United-States,<=50K
69,Private,1066205,7th-8th,4,Never-married,Machine-op-inspct,Husband,White,Female,20823,0,53,United-States,<=50K
47,Private,1293584,Bachelors,13,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,36,United-States,<=50K
26,State-gov,316309,Assoc-acdm,12,Never-married,Handlers-cleaners,Husband,White,Female,0,0,36,United-States,<=50K
20,Private,743358,7th-8th,4,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,60,United-States,<=50K
22,Private,1474722,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,Other,Female,15625,1177,50,South,<=50K
41,Private,1191780,Some-college,10,Never-married,Exec-managerial,Husband,Black,Male,0,0,19,United-States,<=50K
31,Self-emp-not-inc,516145,Bachelors,13,Divorced,Craft-repair,Wife,White,Female,0,0,39,United-States,<=50K
72,Private,532761,Doctorate,16,Divorced,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,0,0,31,United-States,<=50K
44,Self-emp-not-inc,172848,Masters,14,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Female,0,0,34,United-States,<=50K
60,Self-emp-not-inc,1427174,9th,5,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Female,0,0,38,United-States,<=50K
31,Self-emp-inc,1315839,Some-college,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,86013,0,45,United-States,>50K
21,Self-emp-not-inc,1189688,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,24,United-States,<=50K
37,Private,610784,Assoc-voc,11,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,0,0,37,United-States,<=50K
57,Local-gov,676560,Bachelors,13,Never-married,Priv-house-serv,Husband,White,Female,0,0,35,United-States,<=50K
61,Private,569199,Doctorate,16,Divorced,Machine-op-inspct,Wife,White,Female,0,0,44,United-States,<=50K
29,Private,545470,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Female,0,0,39,United-States,<=50K
34,Private,107219,Bachelors,13,Never-married,Priv-house-serv,Not-in-family,White,Male,0,0,51,United-States,<=50K
45,Private,324235,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,43,United-States,<=50K
37,Private,916285,Some-college,10,Married-spouse-absent,Protective-serv,Husband,White,Male,0,0,47,United-States,<=50K
34,Private,419349,HS-grad,9,Married-civ-spouse,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,0,0,42,United-States,<=50K
74,Private,238851,HS-grad,9,Never-married,Adm-clerical,Wife,White,Female,0,0,26,United-States,<=50K
71,Private,665706,Assoc-voc,11,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,0,0,35,United-States,<=50K
38,Private,1202917,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,Other,Male,0,0,31,United-States,<=50K
21,Private,535860,Some-college,10,Divorced,Priv-house-serv,Unmarried,Black,Male,0,0,49,United-States,<=50K
38,Private,1126518,Some-college,10,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0,0,50,Taiwan,<=50K
68,Private,964363,11th,7,Married-civ-spouse,Exec-managerial,Own-child,Other,Male,0,0,39,United-States,<=50K
