age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
32,Self-emp-not-inc,824419,Doctorate,16,Divorced,Priv-house-serv,Unmarried,White,Male,0,0,41,United-States,<=50K
67,Private,226379,Bachelors,13,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Female,0,0,41,United-States,>50K
55,Private,936804,HS-grad,9,Widowed,Machine-op-inspct,Husband,Black,Female,0,0,35,United-States,<=50K
55,Private,1319393,Bachelors,13,Divorced,Machine-op-inspct,Husband,Black,Male,0,0,32,United-States,<=50K
52,Private,374851,Doctorate,16,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,51,United-States,>50K
54,State-gov,1305701,Assoc-acdm,12,Widowed,Sales,Wife,Other,Female,0,0,54,United-States,<=50K
71,Self-emp-not-inc,154358,9th,5,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,40,China,<=50K
51,State-gov,1300334,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,37,United-States,<=50K
41,Private,1012902,Assoc-acdm,12,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,0,2817,35,United-States,>50K
58,Private,550895,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,38,United-States,<=50K
59,Private,17410,Bachelors,13,Never-married,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,0,0,33,China,>50K
65,Private,408689,11th,7,Married-civ-spouse,Craft-repair,Unmarried,Black,Male,0,0,43,United-States,<=50K
66,Private,149530,HS-grad,9,Never-married,Handlers-cleaners,Husband,Other,Male,0,0,29,United-States,<=50K
33,State-gov,799744,HS-grad,9,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,0,0,41,United-States,<=50K
57,Private,365684,Bachelors,13,Married-civ-spouse,Transport-moving,Unmarried,Black,Male,0,0,44,United-States,<=50K
21,Federal-gov,138049,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Male,0,0,51,United-States,<=50K
41,Local-gov,144302,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,21,United-States,<=50K
29,Private,1046552,11th,7,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,41,United-States,<=50K
60,Private,725584,Some-college,10,Married-spouse-absent,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,17,South,<=50K
35,Private,1419271,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,32,United-States,<=50K
74,Self-emp-not-inc,1022612,Bachelors,13,Married-civ-spouse,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,0,0,51,United-States,<=50K
52,Private,431160,Bachelors,13,Divorced,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,1663,41,United-States,<=50K
34,Federal-gov,355605,Some-college,10,Never-married,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,70113,0,30,United-States,>50K
31,State-gov,948332,12th,8,Divorced,Adm-clerical,Wife,White,Female,0,0,41,United-States,<=50K
59,Private,1456174,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,38,United-States,<=50K
41,Private,1176440,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Female,0,0,51,United-States,<=50K
58,Private,261291,11th,7,Married-civ-spouse,Exec-managerial,Husband,Other,Female,89769,0,45,United-States,>50K
60,Private,261612,Some-college,10,Married-civ-spouse,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,0,0,40,China,<=50K
38,Private,1406272,Bachelors,13,Never-married,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,0,0,52,United-States,<=50K
74,Federal-gov,1428167,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,26,United-States,<=50K
27,Local-gov,128683,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,33,United-States,<=50K
55,Private,1160874,Some-college,10,Never-married,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,15,United-States,<=50K
44,Local-gov,1123093,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,70,United-States,<=50K
61,Private,979720,Some-college,10,Separated,Craft-repair,Husband,White,Male,0,0,27,United-States,<=50K
52,Private,770142,12th,8,Divorced,Tech-support,Unmarried,Black,Female,0,0,36,United-States,<=50K
24,Private,733844,Some-college,10,Married-civ-spouse,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,0,0,17,United-States,<=50K
35,Private,1336463,10th,6,Married-civ-spouse,Priv-house-serv,Own-child,White,Female,0,766,49,United-States,<=50K
61,Private,439588,10th,6,Never-married,Transport-moving,Wife,White,Female,0,0,29,United-States,<=50K
46,Self-emp-inc,430807,10th,6,Married-civ-spouse,Other-service,Husband,Black,Female,0,0,42,United-States,<=50K
50,Private,319539,Masters,14,Never-married,Tech-support,Husband,Black,Female,0,0,35,United-States,<=50K
48,Private,595218,Some-college,10,Divorced,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,0,43,United-States,<=50K
27,Private,979823,Doctorate,16,Married-civ-spouse,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,0,0,32,United-States,<=50K
53,Private,1415134,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,63,United-States,<=50K
72,Private,1231637,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,0,37,United-States,>50K
55,Private,348021,Bachelors,13,Divorced,Protective-serv,Husband,Other,Male,0,0,47,United-States,<=50K
30,Private,285247,Bachelors,13,Widowed,Tech-support,Not-in-family,White,Female,0,0,34,United-States,<=50K
66,Private,134816,Assoc-acdm,12,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,0,0,35,China,<=50K
48,Private,1236090,Doctorate,16,Married-civ-spouse,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,34,Jamaica,<=50K
19,Private,1439154,12th,8,Married-civ-spouse,Priv-house-serv,Own-child,Black,Male,0,0,52,United-States,<=50K
31,Private,172620,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,Male,0,862,33,United-States,<=50K
50,Private,835459,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United-States,<=50K
38,Private,959535,Some-college,10,Separated,Machine-op-inspct,Husband,Black,Female,0,0,49,United-States,<=50K
38,State-gov,1237552,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Male,0,0,36,United-States,>50K
28,Self-emp-inc,1073054,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,31,United-States,<=50K
18,Private,854481,12th,8,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Female,0,0,16,United-States,<=50K
21,Local-gov,643650,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,49,United-States,<=50K
46,Private,705803,Masters,14,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,52,United-States,<=50K
43,Private,518469,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,12,United-States,<=50K
36,Private,682252,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,3686,35,United-States,>50K
37,Private,396493,Masters,14,Married-civ-spouse,Handlers-cleaners,Own-child,White,Female,0,0,44,United-States,>50K
70,Local-gov,734209,Masters,14,Separated,Machine-op-inspct,Not-in-family,Other,Male,0,0,40,United-States,<=50K
26,Private,12542,Doctorate,16,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0,0,39,United-States,<=50K
21,Private,1127982,Some-college,10,Divorced,Protective-serv,Husband,White,Female,0,0,37,United-States,<=50K
49,Self-emp-not-inc,881243,Masters,14,Divorced,Adm-clerical,Other-relative,White,Male,0,0,43,United-States,<=50K
23,Private,39670,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,53,United-States,<=50K
54,Private,623657,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
74,Private,709216,10th,6,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
55,Local-gov,52965,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,38,Iran,<=50K
31,Private,173840,11th,7,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,36,United-States,<=50K
70,Private,276481,Some-college,10,Divorced,Machine-op-inspct,Husband,Black,Male,0,0,49,United-States,<=50K
22,Local-gov,843361,Masters,14,Married-civ-spouse,Sales,Own-child,Amer-Indian-Eskimo,Male,0,0,50,United-States,<=50K
29,Private,256079,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,23,United-States,<=50K
23,Local-gov,536253,Masters,14,Divorced,Tech-support,Husband,Black,Female,0,0,22,United-States,<=50K
66,Private,215418,Assoc-voc,11,Never-married,Transport-moving,Husband,Black,Male,0,0,31,United-States,<=50K
31,Private,383906,1st-4th,2,Never-married,Protective-serv,Not-in-family,Other,Female,79183,0,47,United-States,>50K
72,Private,400259,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,56,United-States,<=50K
74,Private,940787,Masters,14,Divorced,Adm-clerical,Own-child,White,Male,0,0,25,United-States,>50K
54,Private,859126,Some-college,10,Separated,Protective-serv,Wife,White,Male,0,0,34,United-States,<=50K
22,Private,212190,12th,8,Married-civ-spouse,Farming-fishing,Not-in-family,Black,Male,0,0,22,United-States,<=50K
67,Private,163231,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,33,United-States,<=50K
61,Private,1263722,Masters,14,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,52,United-States,<=50K
61,Private,21727,Masters,14,Married-civ-spouse,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,27,United-States,<=50K
27,Federal-gov,653524,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,32,United-States,<=50K
62,Private,904791,Some-college,10,Married-spouse-absent,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,0,0,31,United-States,<=50K
29,Private,77823,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,0,0,37,United-States,<=50K
20,Self-emp-inc,392626,Doctorate,16,Separated,Sales,Husband,Black,Female,0,0,25,United-States,<=50K
32,Private,542478,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,41,United-States,<=50K
21,Private,1010715,Some-college,10,Married-civ-spouse,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Male,0,0,41,United-States,<=50K
46,Private,658641,12th,8,Widowed,Protective-serv,Husband,White,Male,0,0,30,United-States,<=50K
56,Private,1423806,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,42,United-States,<=50K
18,State-gov,71339,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,0,0,22,United-States,<=50K
67,Private,1217721,Prof-school,15,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K
39,Private,646501,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,52,United-States,<=50K
47,Private,165691,HS-grad,9,Never-married,Priv-house-serv,Husband,Black,Male,0,0,28,Mexico,<=50K
37,Private,733370,HS-grad,9,Married-spouse-absent,Transport-moving,Other-relative,Asian-Pac-Islander,Male,51824,0,50,United-States,<=50K
46,Federal-gov,102113,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,39,United-States,<=50K
37,Private,766928,HS-grad,9,Never-married,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,46,United-States,<=50K
39,Private,1393427,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,5533,0,58,United-States,<=50K
52,Private,1173375,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,23,United-States,<=50K
51,Private,78868,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,39,United-States,<=50K
35,Local-gov,1105906,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,34,United-States,<=50K
32,Self-emp-not-inc,173206,Bachelors,13,Never-married,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,35,United-States,<=50K
36,Private,561264,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Black,Male,67323,0,40,United-States,<=50K
47,Private,1394388,Bachelors,13,Never-married,Priv-house-serv,Own-child,Black,Male,0,0,27,United-States,<=50K
34,Private,1166270,Some-college,10,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,29,United-States,<=50K
29,Private,525861,10th,6,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,36,United-States,<=50K
30,Private,135432,11th,7,Divorced,Priv-house-serv,Husband,Asian-Pac-Islander,Male,0,0,26,United-States,<=50K
54,Local-gov,172168,Some-college,10,Never-married,Protective-serv,Husband,Amer-Indian-Eskimo,Female,0,0,37,United-States,<=50K
30,Local-gov,1220121,Prof-school,15,Separated,Adm-clerical,Husband,Other,Male,0,0,49,United-States,<=50K
35,Private,1072757,Bachelors,13,Widowed,Craft-repair,Unmarried,White,Female,0,0,30,United-States,<=50K
30,State-gov,1281315,11th,7,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Female,0,0,42,United-States,<=50K
71,Private,1430746,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Jamaica,<=50K
30,Private,1198512,Doctorate,16,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,34,United-States,<=50K
33,Self-emp-not-inc,382602,Assoc-voc,11,Never-married,Craft-repair,Wife,Other,Male,0,0,63,Philippines,<=50K
57,Local-gov,1405243,Some-college,10,Widowed,Other-service,Husband,White,Male,0,0,44,United-States,<=50K
22,Private,230123,10th,6,Married-civ-spouse,Prof-specialty,Husband,Black,Female,0,0,30,United-States,<=50K
30,Private,394895,Masters,14,Never-married,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,0,0,43,United-States,<=50K
58,Private,1165502,Assoc-voc,11,Married-civ-spouse,Protective-serv,Own-child,Amer-Indian-Eskimo,Female,0,0,44,United-States,<=50K
72,Private,104740,HS-grad,9,Widowed,Craft-repair,Not-in-family,Black,Female,0,0,42,United-States,<=50K
65,Local-gov,1145888,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,49,United-States,<=50K
53,Private,1210583,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,43,United-States,<=50K
18,State-gov,917124,HS-grad,9,Widowed,Prof-specialty,Husband,Black,Male,0,0,29,United-States,<=50K
72,Private,1200625,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,47,United-States,<=50K
44,Self-emp-inc,266373,Bachelors,13,Married-civ-spouse,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,0,0,60,United-States,<=50K
34,Private,477035,10th,6,Divorced,Sales,Other-relative,Asian-Pac-Islander,Female,0,0,56,United-States,<=50K
53,Private,252661,Doctorate,16,Never-married,Farming-fishing,Own-child,Black,Male,0,0,12,United-States,<=50K
47,Private,671916,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Male,0,0,32,United-States,<=50K
21,Private,1304442,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Other,Male,0,0,42,United-States,<=50K
73,Private,815521,10th,6,Married-spouse-absent,Craft-repair,Wife,Asian-Pac-Islander,Male,0,0,28,United-States,<=50K
72,Private,110202,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,38,Jamaica,<=50K
66,Self-emp-not-inc,46016,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Female,0,1381,60,United-States,<=50K
31,Private,165543,Bachelors,13,Married-civ-spouse,Protective-serv,Other-relative,Asian-Pac-Islander,Female,0,0,58,United-States,<=50K
25,Private,1344814,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,35373,0,34,United-States,>50K
47,Self-emp-not-inc,21096,HS-grad,9,Divorced,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,21,United-States,<=50K
42,Private,1279709,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,31,United-States,<=50K
45,Federal-gov,386354,Masters,14,Married-civ-spouse,Adm-clerical,Own-child,Other,Male,0,0,45,United-States,<=50K
29,Private,1200254,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,White,Male,0,0,57,United-States,<=50K
34,Private,584264,HS-grad,9,Never-married,Prof-specialty,Husband,White,Male,0,0,57,United-States,<=50K
63,Private,640460,Bachelors,13,Divorced,Prof-specialty,Own-child,Black,Female,0,0,44,United-States,<=50K
53,Private,897893,Some-college,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,0,0,37,United-States,<=50K
43,Federal-gov,388927,Bachelors,13,Married-civ-spouse,Transport-moving,Own-child,White,Female,0,0,38,Philippines,<=50K
21,Private,495936,Doctorate,16,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,71414,0,69,United-States,>50K
67,Private,1271096,Bachelors,13,Never-married,Protective-serv,Husband,White,Male,37922,0,20,United-States,>50K
49,Private,827389,Bachelors,13,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,48,United-States,<=50K
59,Private,414485,Masters,14,Divorced,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0,360,32,United-States,<=50K
73,Self-emp-inc,1314566,Assoc-acdm,12,Married-spouse-absent,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,0,0,28,United-States,<=50K
41,Private,693062,Masters,14,Never-married,Protective-serv,Unmarried,White,Male,0,0,49,United-States,<=50K
23,Private,413596,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
37,Private,302325,10th,6,Divorced,Machine-op-inspct,Husband,White,Female,0,0,44,United-States,<=50K
56,Private,1384232,11th,7,Married-spouse-absent,Priv-house-serv,Husband,Asian-Pac-Islander,Male,0,0,38,United-States,<=50K
71,Private,682112,Doctorate,16,Married-civ-spouse,Priv-house-serv,Husband,Asian-Pac-Islander,Male,0,0,46,United-States,<=50K
36,Private,871529,Some-college,10,Divorced,Other-service,Own-child,White,Male,0,0,30,India,<=50K
53,Self-emp-inc,969167,Doctorate,16,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,45,China,<=50K
57,Private,683953,Bachelors,13,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,28,United-States,>50K
54,Private,89910,HS-grad,9,Separated,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,34,United-States,<=50K
33,Private,85748,Masters,14,Married-civ-spouse,Sales,Not-in-family,Black,Male,0,0,33,United-States,<=50K
32,Private,401953,Doctorate,16,Never-married,Farming-fishing,Own-child,White,Male,0,0,33,United-States,<=50K
44,Private,1026794,10th,6,Married-civ-spouse,Prof-specialty,Own-child,Black,Male,0,0,41,United-States,<=50K
52,Private,155339,Assoc-voc,11,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Male,0,0,43,South,<=50K
58,Private,1274017,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,0,0,32,United-States,<=50K
50,Private,641439,HS-grad,9,Never-married,Other-service,Husband,White,Female,0,0,22,Japan,<=50K
35,State-gov,488284,HS-grad,9,Divorced,Farming-fishing,Husband,White,Female,0,0,32,United-States,<=50K
26,Private,47199,Assoc-voc,11,Never-married,Priv-house-serv,Husband,Black,Male,0,0,39,United-States,<=50K
24,Private,624020,12th,8,Married-civ-spouse,Sales,Husband,Black,Female,0,0,40,United-States,<=50K
25,Private,425303,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,0,0,33,United-States,>50K
30,Private,1153249,11th,7,Married-civ-spouse,Transport-moving,Own-child,White,Female,0,0,41,United-States,<=50K
49,Private,234409,HS-grad,9,Never-married,Sales,Husband,Black,Female,48782,0,54,United-States,<=50K
36,Private,1246049,Doctorate,16,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,55,United-States,<=50K
65,State-gov,291194,11th,7,Married-civ-spouse,Priv-house-serv,Own-child,White,Female,0,0,24,United-States,<=50K
55,Federal-gov,523678,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,37,United-States,<=50K
36,Self-emp-not-inc,724703,Some-college,10,Never-married,Protective-serv,Husband,White,Male,0,0,41,United-States,<=50K
30,Private,299916,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,23,United-States,<=50K
48,Private,1385953,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
63,Local-gov,17323,10th,6,Married-civ-spouse,Tech-support,Not-in-family,Other,Female,0,0,42,United-States,<=50K
38,Private,942550,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,34,United-States,<=50K
25,Local-gov,1399089,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,56,United-States,<=50K
47,Private,1489861,Assoc-acdm,12,Widowed,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,0,0,48,United-States,>50K
32,Self-emp-not-inc,424757,Bachelors,13,Never-married,Craft-repair,Husband,White,Female,0,0,53,United-States,<=50K
69,Private,948633,HS-grad,9,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,33,United-States,<=50K
19,Private,931452,7th-8th,4,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,51,United-States,<=50K
65,Self-emp-inc,1007591,Masters,14,Divorced,Handlers-cleaners,Unmarried,Black,Female,25815,1799,29,United-States,>50K
63,Private,1384247,Bachelors,13,Married-civ-spouse,Priv-house-serv,Husband,Black,Female,0,0,44,United-States,<=50K
69,Local-gov,1445007,Bachelors,13,Divorced,Protective-serv,Husband,Asian-Pac-Islander,Female,0,0,50,United-States,>50K
70,Private,1095576,Some-college,10,Married-civ-spouse,Protective-serv,Not-in-family,Black,Male,0,0,50,United-States,<=50K
32,Self-emp-not-inc,377564,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,36,United-States,<=50K
43,Private,1322389,Doctorate,16,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K
48,Private,1188997,Assoc-voc,11,Married-civ-spouse,Transport-moving,Unmarried,Black,Male,0,0,34,United-States,<=50K
41,Private,651704,HS-grad,9,Divorced,Other-service,Own-child,White,Male,0,0,56,United-States,<=50K
21,State-gov,805976,10th,6,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,32,United-States,<=50K
55,Federal-gov,894138,Assoc-acdm,12,Never-married,Transport-moving,Own-child,Other,Male,0,0,43,United-States,<=50K
20,Private,161758,Some-college,10,Married-civ-spouse,Transport-moving,Other-relative,Black,Male,0,0,34,United-States,<=50K
60,Private,88581,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,46,United-States,<=50K
30,Private,88401,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,Black,Male,0,0,43,United-States,<=50K
29,Self-emp-inc,1421451,Bachelors,13,Widowed,Farming-fishing,Husband,Other,Female,0,0,43,United-States,<=50K
20,Self-emp-inc,412295,11th,7,Divorced,Other-service,Not-in-family,White,Male,54810,0,24,United-States,<=50K
57,Private,172291,HS-grad,9,Divorced,Transport-moving,Husband,White,Male,0,0,24,United-States,<=50K
33,Federal-gov,595308,Bachelors,13,Divorced,Other-service,Husband,White,Female,0,0,29,United-States,<=50K
71,Private,1183699,1st-4th,2,Never-married,Craft-repair,Husband,White,Female,30690,0,37,United-States,<=50K
51,Private,431840,Doctorate,16,Separated,Protective-serv,Husband,Black,Female,0,0,37,United-States,<=50K
48,Private,376617,12th,8,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,22,United-States,<=50K
63,Self-emp-inc,687560,Some-college,10,Never-married,Priv-house-serv,Not-in-family,White,Male,0,0,66,United-States,<=50K
73,Self-emp-not-inc,814793,Assoc-acdm,12,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,21,United-States,<=50K
18,Private,1025338,Masters,14,Never-married,Sales,Husband,Other,Female,0,0,46,United-States,<=50K
56,Private,1063171,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,53,United-States,<=50K
22,Federal-gov,926594,Bachelors,13,Widowed,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Female,0,0,34,United-States,<=50K
58,Self-emp-inc,1383974,Some-college,10,Married-civ-spouse,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,28,United-States,<=50K
26,Private,462238,Assoc-voc,11,Never-married,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,0,0,32,United-States,<=50K
71,Private,325113,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,61,Taiwan,<=50K
69,Private,1432368,Some-college,10,Married-civ-spouse,Transport-moving,Not-in-family,Black,Male,0,0,39,United-States,<=50K
35,Private,964835,Some-college,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,36,United-States,<=50K
28,Private,682229,Assoc-acdm,12,Married-civ-spouse,Priv-house-serv,Husband,White,Female,18392,0,36,United-States,<=50K
